index,slug,category,level,updated_date,duration_text,title,pdf_filename,status,step_count,pdf_page_count,url
156,adk-eval-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 ADK 評估代理,156__adk-eval-instructions__使用-ADK-評估代理.pdf,passed,11,34,https://codelabs.developers.google.com/adk-eval/instructions?hl=zh-tw
157,adk-code-reviewer-assistant-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Google ADK 建構正式環境 AI 程式碼審查助理,157__adk-code-reviewer-assistant-instructions__使用-Google-ADK-建構正式環境-AI-程式碼審查助理.pdf,passed,9,113,https://codelabs.developers.google.com/adk-code-reviewer-assistant/instructions?hl=zh-tw
158,secure-customer-service-agent-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,🛡️ 運用 Model Armor 和身分識別功能，打造安全的代理,"158__secure-customer-service-agent-instructions__🛡️-運用-Model-Armor-和身分識別功能,打造安全的代理.pdf",passed,12,42,https://codelabs.developers.google.com/secure-customer-service-agent/instructions?hl=zh-tw
159,way-back-home-level-3-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Way Back Home - Building an ADK Bi-Directional Streaming Agent,159__way-back-home-level-3-instructions__Way-Back-Home-Building-an-ADK-Bi-Directional-Streaming-Agent.pdf,passed,6,37,https://codelabs.developers.google.com/way-back-home-level-3/instructions?hl=zh-tw
160,adk-ap2-charity-agents-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,運用 Google ADK 和 AP2 建構值得信賴的慈善機構代理,160__adk-ap2-charity-agents-instructions__運用-Google-ADK-和-AP2-建構值得信賴的慈善機構代理.pdf,passed,10,134,https://codelabs.developers.google.com/adk-ap2-charity-agents/instructions?hl=zh-tw
161,instavibe-adk-multi-agents-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Google 代理堆疊的運作方式：Google Cloud 的 ADK、A2A、MCP,161__instavibe-adk-multi-agents-instructions__Google-代理堆疊的運作方式-Google-Cloud-的-ADK、A2A、MCP.pdf,passed,13,108,https://codelabs.developers.google.com/instavibe-adk-multi-agents/instructions?hl=zh-tw
162,way-back-home-level-4-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Way Back Home - Live Bidirectional Multi-Agent system,162__way-back-home-level-4-instructions__Way-Back-Home-Live-Bidirectional-Multi-Agent-system.pdf,passed,6,50,https://codelabs.developers.google.com/way-back-home-level-4/instructions?hl=zh-tw
163,way-back-home-level-5-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Way Back Home - Event-Driven Architecture with Google ADK、A2A 和 Kafka,163__way-back-home-level-5-instructions__Way-Back-Home-Event-Driven-Architecture-with-Google-ADK、A2A-和-Kafka.pdf,passed,6,38,https://codelabs.developers.google.com/way-back-home-level-5/instructions?hl=zh-tw
164,way-back-home-level-1-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Way Back Home - Level 1: Pinpoint Location,164__way-back-home-level-1-instructions__Way-Back-Home-Level-1-Pinpoint-Location.pdf,passed,10,49,https://codelabs.developers.google.com/way-back-home-level-1/instructions?hl=zh-tw
165,way-back-home-level-0-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Way Back Home - Level 0：確認身分,165__way-back-home-level-0-instructions__Way-Back-Home-Level-0-確認身分.pdf,passed,8,37,https://codelabs.developers.google.com/way-back-home-level-0/instructions?hl=zh-tw
166,aidemy-multi-agent-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,Aidemy：在 Google Cloud 使用 LangGraph、EDA 和生成式 AI 建構多代理系統,166__aidemy-multi-agent-instructions__Aidemy-在-Google-Cloud-使用-LangGraph、EDA-和生成式-AI-建構多代理系統.pdf,passed,16,107,https://codelabs.developers.google.com/aidemy-multi-agent/instructions?hl=zh-tw
169,bigquery-adk-eval,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Agent Development Kit (ADK) 和 GenAI Eval Service 建構及評估 BigQuery 代理,169__bigquery-adk-eval__使用-Agent-Development-Kit-(ADK)-和-GenAI-Eval-Service-建構及評估-BigQuery-代理.pdf,passed,14,29,https://codelabs.developers.google.com/bigquery-adk-eval?hl=zh-tw
172,production-ready-ai-with-gc-6-ai-evaluation-evaluating-single-llm-outputs-with-vertex-ai-evaluation,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Vertex AI Evaluation 評估單一 LLM 輸出內容,172__production-ready-ai-with-gc-6-ai-evaluation-evaluating-single-llm-outputs-with-v__使用-Vertex-AI-Evaluation-評估單一-LLM-輸出內容.pdf,passed,12,26,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/6-ai-evaluation/evaluating-single-llm-outputs-with-vertex-ai-evaluation?hl=zh-tw
174,production-ready-ai-with-gc-1-developing-apps-that-use-llms-developing-LLM-apps-with-Vertex-AI-SDK,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Vertex AI SDK 開發 LLM 應用程式,174__production-ready-ai-with-gc-1-developing-apps-that-use-llms-developing-LLM-apps__使用-Vertex-AI-SDK-開發-LLM-應用程式.pdf,passed,20,39,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/1-developing-apps-that-use-llms/developing-LLM-apps-with-Vertex-AI-SDK?hl=zh-tw
175,production-ready-ai-with-gc-9-ai-finetuning-finetune-gemini-vertex-ai,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,在 Vertex AI 微調 Gemini,175__production-ready-ai-with-gc-9-ai-finetuning-finetune-gemini-vertex-ai__在-Vertex-AI-微調-Gemini.pdf,passed,12,22,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/9-ai-finetuning/finetune-gemini-vertex-ai?hl=zh-tw
177,zero-trust-agents-with-alloydb,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,私人保管箱：運用 AlloyDB 資料列層級安全性機制，打造「零信任智慧」,"177__zero-trust-agents-with-alloydb__私人保管箱-運用-AlloyDB-資料列層級安全性機制,打造「零信任智慧」.pdf",passed,10,19,https://codelabs.developers.google.com/zero-trust-agents-with-alloydb?hl=zh-tw
180,production-ready-ai-with-gc-6-ai-evaluation-evaluate-rag-systems-with-vertex-ai,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Vertex AI 評估 RAG 系統,180__production-ready-ai-with-gc-6-ai-evaluation-evaluate-rag-systems-with-vertex-ai__使用-Vertex-AI-評估-RAG-系統.pdf,passed,15,31,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/6-ai-evaluation/evaluate-rag-systems-with-vertex-ai?hl=zh-tw
181,production-ready-ai-with-gc-4-securing-ai-applications-securing-ai-applications,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,保護 AI 應用程式,181__production-ready-ai-with-gc-4-securing-ai-applications-securing-ai-applications__保護-AI-應用程式.pdf,passed,9,15,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/4-securing-ai-applications/securing-ai-applications?hl=zh-tw
186,production-ready-ai-with-gc-8-advanced-rag-methods-advanced-rag-methods,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,進階 RAG 技術,186__production-ready-ai-with-gc-8-advanced-rag-methods-advanced-rag-methods__進階-RAG-技術.pdf,passed,11,29,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/8-advanced-rag-methods/advanced-rag-methods?hl=zh-tw
190,gemini-cli-hands-on,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,親自體驗 Gemini CLI,190__gemini-cli-hands-on__親自體驗-Gemini-CLI.pdf,passed,11,35,https://codelabs.developers.google.com/gemini-cli-hands-on?hl=zh-tw
193,gemini-cli-gemini-cli-security-review,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,45 分鐘,使用 Gemini CLI Security Extension 審查 GitHub 提取要求,193__gemini-cli-gemini-cli-security-review__使用-Gemini-CLI-Security-Extension-審查-GitHub-提取要求.pdf,passed,7,10,https://codelabs.developers.google.com/gemini-cli/gemini-cli-security-review?hl=zh-tw
194,next26-advanced-planning,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,1 小時 9 分鐘,使用 Gemini CLI Conductor 規劃及建構應用程式,194__next26-advanced-planning__使用-Gemini-CLI-Conductor-規劃及建構應用程式.pdf,passed,7,14,https://codelabs.developers.google.com/next26/advanced-planning?hl=zh-tw
197,getting-started-google-mcp-servers,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,1 小時 43 分鐘,開始使用 Google MCP 伺服器,197__getting-started-google-mcp-servers__開始使用-Google-MCP-伺服器.pdf,passed,10,22,https://codelabs.developers.google.com/getting-started-google-mcp-servers?hl=zh-tw
202,create-multi-agents-adk-a2a,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 ADK 建立多代理系統、部署至 Agent Engine，並開始使用 A2A 通訊協定,"202__create-multi-agents-adk-a2a__使用-ADK-建立多代理系統、部署至-Agent-Engine,並開始使用-A2A-通訊協定.pdf",passed,12,23,https://codelabs.developers.google.com/codelabs/create-multi-agents-adk-a2a?hl=zh-tw
204,create-low-code-agent-with-ADK-visual-builder,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 ADK Visual Builder 建立及部署低程式碼 ADK (Agent Deployment Kit) 代理,204__create-low-code-agent-with-ADK-visual-builder__使用-ADK-Visual-Builder-建立及部署低程式碼-ADK-(Agent-Deployment-Kit)-代理.pdf,passed,13,54,https://codelabs.developers.google.com/codelabs/create-low-code-agent-with-ADK-visual-builder?hl=zh-tw
206,cloud-adk-executive-assistant,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,使用 Agent Development Kit 打造專屬執行助理,206__cloud-adk-executive-assistant__使用-Agent-Development-Kit-打造專屬執行助理.pdf,passed,9,35,https://codelabs.developers.google.com/cloud-adk-executive-assistant?hl=zh-tw
210,genai-for-dev-code-review,AI / Gemini / Agent / Vertex AI,高階,2026-04-15,,運用生成式 AI 自動審查程式碼,210__genai-for-dev-code-review__運用生成式-AI-自動審查程式碼.pdf,passed,26,61,https://codelabs.developers.google.com/genai-for-dev-code-review?hl=zh-tw
125,governance-context-part2,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,透過 MCP 和 Cloud Run 部署 Enterprise Governance-Aware 代理,125__governance-context-part2__透過-MCP-和-Cloud-Run-部署-Enterprise-Governance-Aware-代理.pdf,passed,7,16,https://codelabs.developers.google.com/governance-context-part2?hl=zh-tw
134,next26-alloydb-querydata,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用 Gemini Data Analytics 查詢 AlloyDB 資料,134__next26-alloydb-querydata__使用-Gemini-Data-Analytics-查詢-AlloyDB-資料.pdf,passed,14,36,https://codelabs.developers.google.com/next26/alloydb-querydata?hl=zh-tw
135,next26-showcase-build-secure-agent,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,展示如何建構安全代理程式：保護存取權和資料,135__next26-showcase-build-secure-agent__展示如何建構安全代理程式-保護存取權和資料.pdf,passed,9,26,https://codelabs.developers.google.com/next26/showcase-build-secure-agent?hl=zh-tw
137,multi-agent-app-with-adk,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用 ADK、Agent Engine 和 AlloyDB 建構多代理應用程式,137__multi-agent-app-with-adk__使用-ADK、Agent-Engine-和-AlloyDB-建構多代理應用程式.pdf,passed,15,28,https://codelabs.developers.google.com/multi-agent-app-with-adk?hl=zh-tw
138,Cloudnet-regional-endpoint-global-endpoint,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,1 小時 55 分鐘,透過 Cloud Run 私人存取 Cloud Storage 全球端點和區域端點,138__Cloudnet-regional-endpoint-global-endpoint__透過-Cloud-Run-私人存取-Cloud-Storage-全球端點和區域端點.pdf,passed,9,17,https://codelabs.developers.google.com/codelabs/Cloudnet-regional-endpoint-global-endpoint?hl=zh-tw
141,agentverse-devopssre-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,Agentverse - 守護者的堡壘 - 確保 AgentOps 的推論作業可安全擴充,141__agentverse-devopssre-instructions__Agentverse-守護者的堡壘-確保-AgentOps-的推論作業可安全擴充.pdf,passed,10,62,https://codelabs.developers.google.com/agentverse-devopssre/instructions?hl=zh-tw
142,production-ready-ai-with-gc-7-advanced-agent-capabilities-building-agents-with-retrieval-augmented-generation,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用檢索增強生成功能建構代理,142__production-ready-ai-with-gc-7-advanced-agent-capabilities-building-agents-with-r__使用檢索增強生成功能建構代理.pdf,passed,13,24,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/7-advanced-agent-capabilities/building-agents-with-retrieval-augmented-generation?hl=zh-tw
143,personal-expense-assistant-multimodal-adk,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用 Agent Development Kit 進行多模態作業：運用 Gemini 2.5、Firestore 和 Cloud Run 建構個人支出助理,143__personal-expense-assistant-multimodal-adk__使用-Agent-Development-Kit-進行多模態作業-運用-Gemini-2.5、Firestore-和-Cloud-Run-建構個人支出助理.pdf,passed,13,56,https://codelabs.developers.google.com/personal-expense-assistant-multimodal-adk?hl=zh-tw
145,gemini-cli-code-analysis,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,結合 Gemini CLI 和擴充功能，審查程式碼及分析安全性,"145__gemini-cli-code-analysis__結合-Gemini-CLI-和擴充功能,審查程式碼及分析安全性.pdf",passed,11,37,https://codelabs.developers.google.com/gemini-cli-code-analysis?hl=zh-tw
146,intro-a2a-purchasing-concierge,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,開始使用 Agent2Agent (A2A) 通訊協定：在 Cloud Run 和 Agent Engine 上，購買服務專員與遠端銷售人員代理互動,"146__intro-a2a-purchasing-concierge__開始使用-Agent2Agent-(A2A)-通訊協定-在-Cloud-Run-和-Agent-Engine-上,購買服務專員與遠端銷售人員代理互動.pdf",passed,12,49,https://codelabs.developers.google.com/intro-a2a-purchasing-concierge?hl=zh-tw
149,qa-test-planner-adk-mcp,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用 ADK、MCP 和 Gemini 2.5 Flash (思考模式) 建構 QA 測試規劃人員代理程式,149__qa-test-planner-adk-mcp__使用-ADK、MCP-和-Gemini-2.5-Flash-(思考模式)-建構-QA-測試規劃人員代理程式.pdf,passed,7,35,https://codelabs.developers.google.com/qa-test-planner-adk-mcp?hl=zh-tw
153,christmas-card-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,使用 ADK、MCP 和 Memory Bank 建構個人化代理,153__christmas-card-instructions__使用-ADK、MCP-和-Memory-Bank-建構個人化代理.pdf,passed,11,38,https://codelabs.developers.google.com/codelabs/christmas-card/instructions?hl=zh-tw
154,sdlc-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-16,,工作坊：AI 代理完整作業,154__sdlc-instructions__工作坊-AI-代理完整作業.pdf,passed,11,42,https://codelabs.developers.google.com/sdlc/instructions?hl=zh-tw
115,gke-ai-agents-on-gke,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,,在 GKE 部署安全 AI 代理,115__gke-ai-agents-on-gke__在-GKE-部署安全-AI-代理.pdf,passed,6,20,https://codelabs.developers.google.com/codelabs/gke/ai-agents-on-gke?hl=zh-tw
116,next26-dev-keynote-gemini-enterprise,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,,使用 Gemini Enterprise 建立無程式碼代理,116__next26-dev-keynote-gemini-enterprise__使用-Gemini-Enterprise-建立無程式碼代理.pdf,passed,9,15,https://codelabs.developers.google.com/next26/dev-keynote/gemini-enterprise?hl=zh-tw
119,next26-adk-agent-commerce,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,31 分鐘,透過 AP2 和 UCP 保護代理商務,119__next26-adk-agent-commerce__透過-AP2-和-UCP-保護代理商務.pdf,passed,10,30,https://codelabs.developers.google.com/next26/adk-agent-commerce?hl=zh-tw
120,cloud-run-how-to-deploy-a-secure-mcp-server-on-cloud-run,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,,如何在 Cloud Run 部署安全的 MCP 伺服器,120__cloud-run-how-to-deploy-a-secure-mcp-server-on-cloud-run__如何在-Cloud-Run-部署安全的-MCP-伺服器.pdf,passed,12,28,https://codelabs.developers.google.com/codelabs/cloud-run/how-to-deploy-a-secure-mcp-server-on-cloud-run?hl=zh-tw
121,next26-alloydb-ai-agents-building-blocks,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,1 小時 22 分鐘,使用 AlloyDB 建構智慧型安全代理,121__next26-alloydb-ai-agents-building-blocks__使用-AlloyDB-建構智慧型安全代理.pdf,passed,12,47,https://codelabs.developers.google.com/next26/alloydb-ai-agents-building-blocks?hl=zh-tw
122,next26-aiinfra-learning-pod-screen1-securing-cross-cloud-agentic,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,1 小時 24 分鐘,確保跨雲端代理式企業部署作業安全無虞,122__next26-aiinfra-learning-pod-screen1-securing-cross-cloud-agentic__確保跨雲端代理式企業部署作業安全無虞.pdf,passed,12,23,https://codelabs.developers.google.com/next26/aiinfra-learning-pod/screen1-securing-cross-cloud-agentic?hl=zh-tw
123,next26-aiinfra-learning-pod-screen2-advanced-inferencing-part-2,AI / Gemini / Agent / Vertex AI,高階,2026-04-17,48 分鐘,在 GKE 上使用 llm-d 部署分離式 TPU vLLM 推論,123__next26-aiinfra-learning-pod-screen2-advanced-inferencing-part-2__在-GKE-上使用-llm-d-部署分離式-TPU-vLLM-推論.pdf,passed,9,23,https://codelabs.developers.google.com/next26/aiinfra-learning-pod/screen2-advanced-inferencing-part-2?hl=zh-tw
111,survivor-network-instructions,AI / Gemini / Agent / Vertex AI,高階,2026-04-19,,🤖 使用 Graph RAG、ADK 和 Memory Bank 建構多模態 AI 代理,111__survivor-network-instructions__🤖-使用-Graph-RAG、ADK-和-Memory-Bank-建構多模態-AI-代理.pdf,passed,15,70,https://codelabs.developers.google.com/codelabs/survivor-network/instructions?hl=zh-tw
112,genai-db-retrieval-app,AI / Gemini / Agent / Vertex AI,高階,2026-04-19,,運用 MCP Toolbox 和 AlloyDB 建構代理式 RAG 應用程式,112__genai-db-retrieval-app__運用-MCP-Toolbox-和-AlloyDB-建構代理式-RAG-應用程式.pdf,passed,11,48,https://codelabs.developers.google.com/genai-db-retrieval-app?hl=zh-tw
100,next26-developer-connect,AI / Gemini / Agent / Vertex AI,高階,2026-04-20,27 分鐘,使用 Developer Connect 將 GitHub 連結至 Google Cloud,100__next26-developer-connect__使用-Developer-Connect-將-GitHub-連結至-Google-Cloud.pdf,passed,7,13,https://codelabs.developers.google.com/next26/developer-connect?hl=zh-tw
108,next26-gen-keynote-raw-data-forecasting,AI / Gemini / Agent / Vertex AI,高階,2026-04-20,1 小時 53 分鐘,AI 代理可在幾秒內將原始資料轉換為預測結果,108__next26-gen-keynote-raw-data-forecasting__AI-代理可在幾秒內將原始資料轉換為預測結果.pdf,passed,14,36,https://codelabs.developers.google.com/next26/gen-keynote/raw-data-forecasting?hl=zh-tw
109,production-ready-ai-with-gc-5-deploying-agents-deploy-adk-agents-to-gke,AI / Gemini / Agent / Vertex AI,高階,2026-04-20,,將 ADK 代理部署至 Google Kubernetes Engine (GKE),109__production-ready-ai-with-gc-5-deploying-agents-deploy-adk-agents-to-gke__將-ADK-代理部署至-Google-Kubernetes-Engine-(GKE).pdf,passed,15,35,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/5-deploying-agents/deploy-adk-agents-to-gke?hl=zh-tw
89,next26-dev-keynote-intent-to-infrastructure,AI / Gemini / Agent / Vertex AI,高階,2026-04-21,55 分鐘,從意圖到基礎架構：以代理程式驅動遷移至 GKE 的作業,089__next26-dev-keynote-intent-to-infrastructure__從意圖到基礎架構-以代理程式驅動遷移至-GKE-的作業.pdf,passed,9,18,https://codelabs.developers.google.com/next26/dev-keynote/intent-to-infrastructure?hl=zh-tw
90,next26-dev-keynote-build-multi-agent-marathon-planner,AI / Gemini / Agent / Vertex AI,高階,2026-04-21,1 小時 16 分鐘,使用 ADK 和 A2A 建構多代理馬拉松規劃工具,090__next26-dev-keynote-build-multi-agent-marathon-planner__使用-ADK-和-A2A-建構多代理馬拉松規劃工具.pdf,passed,9,62,https://codelabs.developers.google.com/next26/dev-keynote/build-multi-agent-marathon-planner?hl=zh-tw
92,ai-mcp-dk-csql,AI / Gemini / Agent / Vertex AI,高階,2026-04-21,,本機到雲端：使用 Gemini CLI 和 Cloud SQL MCP 遷移全端應用程式,092__ai-mcp-dk-csql__本機到雲端-使用-Gemini-CLI-和-Cloud-SQL-MCP-遷移全端應用程式.pdf,passed,10,38,https://codelabs.developers.google.com/ai-mcp-dk-csql?hl=zh-tw
94,cloud-run-tools-make-an-agent,AI / Gemini / Agent / Vertex AI,高階,2026-04-21,,以工具打造代理：運用 ADK 從零建構助理,094__cloud-run-tools-make-an-agent__以工具打造代理-運用-ADK-從零建構助理.pdf,passed,11,45,https://codelabs.developers.google.com/codelabs/cloud-run/tools-make-an-agent?hl=zh-tw
95,next26-code-generation-agent-gke,AI / Gemini / Agent / Vertex AI,高階,2026-04-21,1 小時 20 分鐘,GKE 上的程式碼生成代理程式,095__next26-code-generation-agent-gke__GKE-上的程式碼生成代理程式.pdf,passed,10,36,https://codelabs.developers.google.com/next26/code-generation-agent-gke?hl=zh-tw
83,devsite-codelabs-build-agents-with-adk-foundation,AI / Gemini / Agent / Vertex AI,高階,2026-04-22,35 分鐘,使用 ADK 建構 AI 代理：基礎知識,083__devsite-codelabs-build-agents-with-adk-foundation__使用-ADK-建構-AI-代理-基礎知識.pdf,passed,10,18,https://codelabs.developers.google.com/devsite/codelabs/build-agents-with-adk-foundation?hl=zh-tw
84,next26-adk-agent2agent,AI / Gemini / Agent / Vertex AI,高階,2026-04-22,,使用 Agent2Agent 的多代理系統,084__next26-adk-agent2agent__使用-Agent2Agent-的多代理系統.pdf,passed,12,46,https://codelabs.developers.google.com/next26/adk-agent2agent?hl=zh-tw
85,anthropic-on-vertexai-psc,AI / Gemini / Agent / Vertex AI,高階,2026-04-22,,透過 Private Service Connect 端點，使用 Python SDK 在 Vertex AI 存取 Anthropic Claude Opus 4.6 和 Gemini 3.1,"085__anthropic-on-vertexai-psc__透過-Private-Service-Connect-端點,使用-Python-SDK-在-Vertex-AI-存取-Anthropic-Claude-Opus.pdf",passed,10,28,https://codelabs.developers.google.com/codelabs/anthropic-on-vertexai-psc?hl=zh-tw
71,cymbal-bus-agent-mcp-toolbox-java,AI / Gemini / Agent / Vertex AI,高階,2026-04-27,,Cymbal Transit：使用 LangChain4J 和 MCP Toolbox Java SDK 的多代理系統,071__cymbal-bus-agent-mcp-toolbox-java__Cymbal-Transit-使用-LangChain4J-和-MCP-Toolbox-Java-SDK-的多代理系統.pdf,passed,13,29,https://codelabs.developers.google.com/cymbal-bus-agent-mcp-toolbox-java?hl=zh-tw
66,vertexai-gws-agents,AI / Gemini / Agent / Vertex AI,高階,2026-04-28,1 小時,將 Vertex AI 代理與 Google Workspace 整合,066__vertexai-gws-agents__將-Vertex-AI-代理與-Google-Workspace-整合.pdf,passed,7,56,https://codelabs.developers.google.com/vertexai-gws-agents?hl=zh-tw
52,agentic-rag-toolbox-cloudsql,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,,資料庫即工具：運用 ADK、MCP Toolbox 和 Cloud SQL 建構代理式 RAG,052__agentic-rag-toolbox-cloudsql__資料庫即工具-運用-ADK、MCP-Toolbox-和-Cloud-SQL-建構代理式-RAG.pdf,passed,9,43,https://codelabs.developers.google.com/agentic-rag-toolbox-cloudsql?hl=zh-tw
54,multi-agent-app-toolbox-adk,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,,使用 MCP Toolbox for AlloyDB 和 ADK 建構多代理應用程式,054__multi-agent-app-toolbox-adk__使用-MCP-Toolbox-for-AlloyDB-和-ADK-建構多代理應用程式.pdf,passed,14,27,https://codelabs.developers.google.com/multi-agent-app-toolbox-adk?hl=zh-tw
56,ge-bumble-workshop,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,1 小時 36 分鐘,Bumble Gemini Enterprise Day 1 Value Workshop,056__ge-bumble-workshop__Bumble-Gemini-Enterprise-Day-1-Value-Workshop.pdf,passed,13,27,https://codelabs.developers.google.com/codelabs/ge/bumble-workshop?hl=zh-tw
57,getting-started-google-antigravity,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,1 小時 45 分鐘,開始使用 Google Antigravity,057__getting-started-google-antigravity__開始使用-Google-Antigravity.pdf,passed,11,38,https://codelabs.developers.google.com/getting-started-google-antigravity?hl=zh-tw
61,secure-agent-modelarmor,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,,使用 Model Armor 建構安全的代理系統,061__secure-agent-modelarmor__使用-Model-Armor-建構安全的代理系統.pdf,passed,13,39,https://codelabs.developers.google.com/secure-agent-modelarmor?hl=zh-tw
63,google-docs-adk-agent,AI / Gemini / Agent / Vertex AI,高階,2026-04-30,1 小時 20 分鐘,Google Workspace 中的代理工作流程：使用 ADK 建構 Google 文件代理,063__google-docs-adk-agent__Google-Workspace-中的代理工作流程-使用-ADK-建構-Google-文件代理.pdf,passed,7,26,https://codelabs.developers.google.com/google-docs-adk-agent?hl=zh-tw
50,ge-gws-agents,AI / Gemini / Agent / Vertex AI,高階,2026-05-01,,將 Gemini Enterprise 代理與 Google Workspace 整合,050__ge-gws-agents__將-Gemini-Enterprise-代理與-Google-Workspace-整合.pdf,passed,7,62,https://codelabs.developers.google.com/ge-gws-agents?hl=zh-tw
46,alloydb-ai-mcp,AI / Gemini / Agent / Vertex AI,高階,2026-05-04,1 小時 22 分鐘,Google Cloud MCP for AlloyDB for AI Agents,046__alloydb-ai-mcp__Google-Cloud-MCP-for-AlloyDB-for-AI-Agents.pdf,passed,13,34,https://codelabs.developers.google.com/alloydb-ai-mcp?hl=zh-tw
48,prompt-encryption-sdk,AI / Gemini / Agent / Vertex AI,高階,2026-05-04,,程式碼實驗室：提示加密 SDK,048__prompt-encryption-sdk__程式碼實驗室-提示加密-SDK.pdf,passed,9,11,https://codelabs.developers.google.com/prompt-encryption-sdk?hl=zh-tw
45,next26-multi-agent-system,AI / Gemini / Agent / Vertex AI,高階,2026-05-05,,使用 Gemini 和 Gemma 模型建構多代理系統,045__next26-multi-agent-system__使用-Gemini-和-Gemma-模型建構多代理系統.pdf,passed,14,22,https://codelabs.developers.google.com/next26/multi-agent-system?hl=zh-tw
42,ai-creative-studio-adk-a2a,AI / Gemini / Agent / Vertex AI,高階,2026-05-06,,運用 Google 代理堆疊建構多代理創意工作室：Cloud Run 和 Agent Runtime 的 ADK、A2A、MCP,042__ai-creative-studio-adk-a2a__運用-Google-代理堆疊建構多代理創意工作室-Cloud-Run-和-Agent-Runtime-的-ADK、A2A、MCP.pdf,passed,16,66,https://codelabs.developers.google.com/ai-creative-studio-adk-a2a?hl=zh-tw
35,production-ready-ai-with-gc-3-developing-agents-build-a-multi-agent-system-with-adk,AI / Gemini / Agent / Vertex AI,高階,2026-05-07,,使用 ADK 建構多代理系統,035__production-ready-ai-with-gc-3-developing-agents-build-a-multi-agent-system-with__使用-ADK-建構多代理系統.pdf,passed,14,31,https://codelabs.developers.google.com/codelabs/production-ready-ai-with-gc/3-developing-agents/build-a-multi-agent-system-with-adk?hl=zh-tw
32,adk-a2a-agent-runtime,AI / Gemini / Agent / Vertex AI,高階,2026-05-08,1 小時 4 分鐘,大規模代理：在 Agent Runtime 和 ADK 整合中，透過 A2A 通訊協定建立多代理架構,"032__adk-a2a-agent-runtime__大規模代理-在-Agent-Runtime-和-ADK-整合中,透過-A2A-通訊協定建立多代理架構.pdf",passed,11,46,https://codelabs.developers.google.com/adk-a2a-agent-runtime?hl=zh-tw
