index,slug,title,url,pdf_filename,status,step_count,pdf_page_count,pdf_size_bytes,message
188,vibe-code-with-gemini-in-aistudio,在 Google AI Studio 使用 Gemini 進行直覺式程式開發,https://codelabs.developers.google.com/vibe-code-with-gemini-in-aistudio?hl=zh-tw,188__vibe-code-with-gemini-in-aistudio__在-Google-AI-Studio-使用-Gemini-進行直覺式程式開發.pdf,passed,9,14,3084975,驗證通過
189,getting-started-gemini-cli-extensions,開始使用 Gemini CLI 擴充功能,https://codelabs.developers.google.com/getting-started-gemini-cli-extensions?hl=zh-tw,189__getting-started-gemini-cli-extensions__開始使用-Gemini-CLI-擴充功能.pdf,passed,9,22,5424230,驗證通過
190,gemini-cli-hands-on,親自體驗 Gemini CLI,https://codelabs.developers.google.com/gemini-cli-hands-on?hl=zh-tw,190__gemini-cli-hands-on__親自體驗-Gemini-CLI.pdf,passed,11,35,5960823,驗證通過
191,design-to-code-with-antigravity-stitch,使用 Antigravity 和 Stitch MCP 將設計轉為程式碼,https://codelabs.developers.google.com/design-to-code-with-antigravity-stitch?hl=zh-tw,191__design-to-code-with-antigravity-stitch__使用-Antigravity-和-Stitch-MCP-將設計轉為程式碼.pdf,passed,7,12,2515467,驗證通過
192,video-insights-with-cloud-run-jobs,運用 Cloud Run 工作、BigQuery 和 Gemini，擴充 Video Insights Pipeline,https://codelabs.developers.google.com/video-insights-with-cloud-run-jobs?hl=zh-tw,"192__video-insights-with-cloud-run-jobs__運用-Cloud-Run-工作、BigQuery-和-Gemini,擴充-Video-Insights-Pipeline.pdf",passed,12,27,2809904,驗證通過
193,gemini-cli-gemini-cli-security-review,使用 Gemini CLI Security Extension 審查 GitHub 提取要求,https://codelabs.developers.google.com/gemini-cli/gemini-cli-security-review?hl=zh-tw,193__gemini-cli-gemini-cli-security-review__使用-Gemini-CLI-Security-Extension-審查-GitHub-提取要求.pdf,passed,7,10,865354,驗證通過
194,next26-advanced-planning,使用 Gemini CLI Conductor 規劃及建構應用程式,https://codelabs.developers.google.com/next26/advanced-planning?hl=zh-tw,194__next26-advanced-planning__使用-Gemini-CLI-Conductor-規劃及建構應用程式.pdf,passed,7,14,1241086,驗證通過
195,adk-bigquery-agent-analytics-plugin,使用 BigQuery Agent Analytics 外掛程式分析 ADK 代理執行作業,https://codelabs.developers.google.com/adk-bigquery-agent-analytics-plugin?hl=zh-tw,195__adk-bigquery-agent-analytics-plugin__使用-BigQuery-Agent-Analytics-外掛程式分析-ADK-代理執行作業.pdf,passed,10,20,1614843,驗證通過
196,cloud-gemini-cli-mcp-go,如何使用 Gemini CLI 和 Go 建構 MCP 伺服器,https://codelabs.developers.google.com/cloud-gemini-cli-mcp-go?hl=zh-tw,196__cloud-gemini-cli-mcp-go__如何使用-Gemini-CLI-和-Go-建構-MCP-伺服器.pdf,passed,11,28,2143130,驗證通過
197,getting-started-google-mcp-servers,開始使用 Google MCP 伺服器,https://codelabs.developers.google.com/getting-started-google-mcp-servers?hl=zh-tw,197__getting-started-google-mcp-servers__開始使用-Google-MCP-伺服器.pdf,passed,10,22,1303504,驗證通過
198,connect-to-alloydb-on-cloudrun,將應用程式連線至 AlloyDB 資料，並部署於 Cloud Run,https://codelabs.developers.google.com/connect-to-alloydb-on-cloudrun?hl=zh-tw,"198__connect-to-alloydb-on-cloudrun__將應用程式連線至-AlloyDB-資料,並部署於-Cloud-Run.pdf",passed,8,10,859256,驗證通過
199,getting-started-with-spec-driven-development-in-antigravity,開始在 Antigravity 使用 Spec Driven Development,https://codelabs.developers.google.com/codelabs/getting-started-with-spec-driven-development-in-antigravity?hl=zh-tw,199__getting-started-with-spec-driven-development-in-antigravity__開始在-Antigravity-使用-Spec-Driven-Development.pdf,passed,11,21,6126893,驗證通過
200,quick-guide-to-gemini-cli,Gemini CLI 快速指南,https://codelabs.developers.google.com/codelabs/quick-guide-to-gemini-cli?hl=zh-tw,200__quick-guide-to-gemini-cli__Gemini-CLI-快速指南.pdf,passed,7,17,1239637,驗證通過
201,gemini-3-flash-on-alloydb-sustainability-app,運用 Gemini 3 Flash 和 AlloyDB 建構即時剩餘物資引擎,https://codelabs.developers.google.com/gemini-3-flash-on-alloydb-sustainability-app?hl=zh-tw,201__gemini-3-flash-on-alloydb-sustainability-app__運用-Gemini-3-Flash-和-AlloyDB-建構即時剩餘物資引擎.pdf,passed,12,24,4092315,驗證通過
202,create-multi-agents-adk-a2a,使用 ADK 建立多代理系統、部署至 Agent Engine，並開始使用 A2A 通訊協定,https://codelabs.developers.google.com/codelabs/create-multi-agents-adk-a2a?hl=zh-tw,"202__create-multi-agents-adk-a2a__使用-ADK-建立多代理系統、部署至-Agent-Engine,並開始使用-A2A-通訊協定.pdf",passed,12,23,6006540,驗證通過
203,embeddings-at-scale-with-alloydb,告別迴圈，高效處理百萬向量：運用 AlloyDB 大規模生成嵌入項目,https://codelabs.developers.google.com/embeddings-at-scale-with-alloydb?hl=zh-tw,"203__embeddings-at-scale-with-alloydb__告別迴圈,高效處理百萬向量-運用-AlloyDB-大規模生成嵌入項目.pdf",passed,8,17,8648811,驗證通過
204,create-low-code-agent-with-ADK-visual-builder,使用 ADK Visual Builder 建立及部署低程式碼 ADK (Agent Deployment Kit) 代理,https://codelabs.developers.google.com/codelabs/create-low-code-agent-with-ADK-visual-builder?hl=zh-tw,204__create-low-code-agent-with-ADK-visual-builder__使用-ADK-Visual-Builder-建立及部署低程式碼-ADK-(Agent-Deployment-Kit)-代理.pdf,passed,13,54,6341177,驗證通過
205,connect-to-cloudsql-on-cloudrun,將應用程式連線至 Cloud SQL 資料，並部署於 Cloud Run,https://codelabs.developers.google.com/connect-to-cloudsql-on-cloudrun?hl=zh-tw,"205__connect-to-cloudsql-on-cloudrun__將應用程式連線至-Cloud-SQL-資料,並部署於-Cloud-Run.pdf",passed,8,10,864433,驗證通過
206,cloud-adk-executive-assistant,使用 Agent Development Kit 打造專屬執行助理,https://codelabs.developers.google.com/cloud-adk-executive-assistant?hl=zh-tw,206__cloud-adk-executive-assistant__使用-Agent-Development-Kit-打造專屬執行助理.pdf,passed,9,35,2292562,驗證通過
207,gemini-cli-deep-dive,Gemini CLI 深度探索,https://codelabs.developers.google.com/gemini-cli-deep-dive?hl=zh-tw,207__gemini-cli-deep-dive__Gemini-CLI-深度探索.pdf,passed,10,29,28643955,驗證通過
208,n8n-cloud-run,在 Google Cloud Run 部署及執行 n8n,https://codelabs.developers.google.com/n8n-cloud-run?hl=zh-tw,208__n8n-cloud-run__在-Google-Cloud-Run-部署及執行-n8n.pdf,passed,9,16,1334383,驗證通過
209,jetpack-compose-theming,使用 Material 3 在 Compose 中設定主題,https://codelabs.developers.google.com/jetpack-compose-theming?hl=zh-tw,209__jetpack-compose-theming__使用-Material-3-在-Compose-中設定主題.pdf,passed,9,57,9138130,驗證通過
210,genai-for-dev-code-review,運用生成式 AI 自動審查程式碼,https://codelabs.developers.google.com/genai-for-dev-code-review?hl=zh-tw,210__genai-for-dev-code-review__運用生成式-AI-自動審查程式碼.pdf,passed,26,61,13409495,驗證通過
211,agentic-ui-testing,使用 Gemini CLI、BrowserMCP 和 Playwright 自動執行 UI 測試,https://codelabs.developers.google.com/agentic-ui-testing?hl=zh-tw,211__agentic-ui-testing__使用-Gemini-CLI、BrowserMCP-和-Playwright-自動執行-UI-測試.pdf,passed,11,23,7012479,驗證通過
212,next26-rl-gke-lustre,使用 GKE 和 Managed Lustre 擴充強化學習,https://codelabs.developers.google.com/next26/rl-gke-lustre?hl=zh-tw,212__next26-rl-gke-lustre__使用-GKE-和-Managed-Lustre-擴充強化學習.pdf,passed,10,19,1077847,驗證通過
213,ca-in-bigquery,BigQuery 對話式數據分析簡介,https://codelabs.developers.google.com/ca-in-bigquery?hl=zh-tw,213__ca-in-bigquery__BigQuery-對話式數據分析簡介.pdf,passed,8,29,2767681,驗證通過
214,production-ready-ai-roadshow-3-securing-a-multi-agent-system-securing-a-multi-agent-system,保護多代理系統,https://codelabs.developers.google.com/codelabs/production-ready-ai-roadshow/3-securing-a-multi-agent-system/securing-a-multi-agent-system?hl=zh-tw,214__production-ready-ai-roadshow-3-securing-a-multi-agent-system-securing-a-multi-ag__保護多代理系統.pdf,passed,9,27,1846844,驗證通過
215,devsite-codelabs-serve-gemma3-with-vllm-on-cloud-run,在 Cloud Run 使用 vLLM 提供 Gemma 3 服務,https://codelabs.developers.google.com/devsite/codelabs/serve-gemma3-with-vllm-on-cloud-run?hl=zh-tw,215__devsite-codelabs-serve-gemma3-with-vllm-on-cloud-run__在-Cloud-Run-使用-vLLM-提供-Gemma-3-服務.pdf,passed,9,15,1219435,驗證通過
216,flutter-gemini-colorist,建構採用 Gemini 技術的 Flutter 應用程式,https://codelabs.developers.google.com/codelabs/flutter-gemini-colorist?hl=zh-tw,216__flutter-gemini-colorist__建構採用-Gemini-技術的-Flutter-應用程式.pdf,passed,9,67,5152037,驗證通過
217,adk-mcp-bigquery-maps,使用 BigQuery 和 Google 地圖的 MCP 伺服器，建構 Location Intelligence ADK 代理,https://codelabs.developers.google.com/adk-mcp-bigquery-maps?hl=zh-tw,"217__adk-mcp-bigquery-maps__使用-BigQuery-和-Google-地圖的-MCP-伺服器,建構-Location-Intelligence-ADK-代理.pdf",passed,9,16,1737384,驗證通過
218,looker-mcp-toolbox,使用 MCP Toolbox 將 Gemini CLI 連接至 Looker,https://codelabs.developers.google.com/codelabs/looker-mcp-toolbox?hl=zh-tw,218__looker-mcp-toolbox__使用-MCP-Toolbox-將-Gemini-CLI-連接至-Looker.pdf,passed,8,13,675497,驗證通過
219,looker-ca-api,使用 Looker 和 BigQuery 的對話式數據分析 API 建構即時通訊應用程式,https://codelabs.developers.google.com/codelabs/looker-ca-api?hl=zh-tw,219__looker-ca-api__使用-Looker-和-BigQuery-的對話式數據分析-API-建構即時通訊應用程式.pdf,passed,7,12,813687,驗證通過
220,spanner-ai-graph-recommendations,運用 Spanner Graph 和 Spanner AI 功能打造即時零售推薦系統,https://codelabs.developers.google.com/spanner-ai-graph-recommendations?hl=zh-tw,220__spanner-ai-graph-recommendations__運用-Spanner-Graph-和-Spanner-AI-功能打造即時零售推薦系統.pdf,passed,13,21,2528485,驗證通過
221,cloud-run-cloud-run-gpu-rtx-pro-6000-gemma4-vllm,使用 vLLM 在 Cloud Run 上，透過 RTX 6000 Pro GPU 執行 Gemma 4 模型推論,https://codelabs.developers.google.com/codelabs/cloud-run/cloud-run-gpu-rtx-pro-6000-gemma4-vllm?hl=zh-tw,"221__cloud-run-cloud-run-gpu-rtx-pro-6000-gemma4-vllm__使用-vLLM-在-Cloud-Run-上,透過-RTX-6000-Pro-GPU-執行-Gemma-4-模型推論.pdf",passed,12,16,807298,驗證通過
222,snowflake-bigquery-spanner,使用 BigQuery 從 Snowflake 至 Spanner 執行反向 ETL,https://codelabs.developers.google.com/snowflake-bigquery-spanner?hl=zh-tw,222__snowflake-bigquery-spanner__使用-BigQuery-從-Snowflake-至-Spanner-執行反向-ETL.pdf,passed,9,21,1158806,驗證通過
223,psc-interface-pipelines,Private Service Connect 介面 Vertex AI Pipelines,https://codelabs.developers.google.com/psc-interface-pipelines?hl=zh-tw,223__psc-interface-pipelines__Private-Service-Connect-介面-Vertex-AI-Pipelines.pdf,passed,16,32,1584974,驗證通過
224,looker-embed-sdk,如何使用 Embed SDK 嵌入 Looker,https://codelabs.developers.google.com/codelabs/looker-embed-sdk?hl=zh-tw,224__looker-embed-sdk__如何使用-Embed-SDK-嵌入-Looker.pdf,passed,5,9,589455,驗證通過
225,recognize-flowers-with-tensorflow-on-android,在 Android 裝置使用 TensorFlow Lite 辨識花朵,https://codelabs.developers.google.com/codelabs/recognize-flowers-with-tensorflow-on-android?hl=zh-tw,225__recognize-flowers-with-tensorflow-on-android__在-Android-裝置使用-TensorFlow-Lite-辨識花朵.pdf,passed,9,23,8335350,驗證通過
226,gemini-cli-how-to-create-agent-skills-for-gemini-cli,如何使用 AI 代理程式技能 (搭配 Gemini CLI 和 Firebase 適用的 Agent Skills),https://codelabs.developers.google.com/gemini-cli/how-to-create-agent-skills-for-gemini-cli?hl=zh-tw,226__gemini-cli-how-to-create-agent-skills-for-gemini-cli__如何使用-AI-代理程式技能-(搭配-Gemini-CLI-和-Firebase-適用的-Agent-Skills).pdf,passed,7,13,3186656,驗證通過
227,fraud-bigquery-graph,使用 BigQuery 圖表偵測詐欺,https://codelabs.developers.google.com/codelabs/fraud-bigquery-graph?hl=zh-tw,227__fraud-bigquery-graph__使用-BigQuery-圖表偵測詐欺.pdf,passed,10,24,2535130,驗證通過
228,secure-ml-model-confidential-space,使用 Confidential Space 保護機器學習模型和智慧財產,https://codelabs.developers.google.com/codelabs/secure-ml-model-confidential-space?hl=zh-tw,228__secure-ml-model-confidential-space__使用-Confidential-Space-保護機器學習模型和智慧財產.pdf,passed,5,14,1022227,驗證通過
229,slides-api,在 Node.js 運用大數據生成 Google 簡報,https://codelabs.developers.google.com/codelabs/slides-api?hl=zh-tw,229__slides-api__在-Node.js-運用大數據生成-Google-簡報.pdf,passed,9,20,792442,驗證通過
230,serverless-web-apis,工作坊：無伺服器網路 API,https://codelabs.developers.google.com/codelabs/serverless-web-apis?hl=zh-tw,230__serverless-web-apis__工作坊-無伺服器網路-API.pdf,passed,11,38,2058684,驗證通過
231,angular-standalone-components,開始使用獨立元件,https://codelabs.developers.google.com/angular-standalone-components?hl=zh-tw,231__angular-standalone-components__開始使用獨立元件.pdf,passed,11,39,5078149,驗證通過
232,cft-onboarding,Cloud Foundation Toolkit,https://codelabs.developers.google.com/cft-onboarding?hl=zh-tw,232__cft-onboarding__Cloud-Foundation-Toolkit.pdf,passed,12,27,2028343,驗證通過
233,beam-ai-evaluation-pipeline,使用 Apache Beam 和 Dataflow 即時評估 AI/機器學習成效,https://codelabs.developers.google.com/beam-ai-evaluation-pipeline?hl=zh-tw,233__beam-ai-evaluation-pipeline__使用-Apache-Beam-和-Dataflow-即時評估-AI-機器學習成效.pdf,passed,11,28,6267781,驗證通過
234,alloydb-omni-gke-embeddings,在 Kubernetes 使用 AlloyDB Omni 和 EmbeddingGemma,https://codelabs.developers.google.com/alloydb-omni-gke-embeddings?hl=zh-tw,234__alloydb-omni-gke-embeddings__在-Kubernetes-使用-AlloyDB-Omni-和-EmbeddingGemma.pdf,passed,10,39,1539202,驗證通過
235,cloud-run-use-mcp-server-on-cloud-run-with-an-adk-agent,在 Cloud Run 建構及部署採用 MCP 伺服器的 ADK 代理,https://codelabs.developers.google.com/codelabs/cloud-run/use-mcp-server-on-cloud-run-with-an-adk-agent?hl=zh-tw,235__cloud-run-use-mcp-server-on-cloud-run-with-an-adk-agent__在-Cloud-Run-建構及部署採用-MCP-伺服器的-ADK-代理.pdf,passed,9,26,4068986,驗證通過
236,cloud-gae-java-migrate-jib,使用 Jib 從 Google App Engine Java 應用程式遷移至 Cloud Run,https://codelabs.developers.google.com/cloud-gae-java-migrate-jib?hl=zh-tw,236__cloud-gae-java-migrate-jib__使用-Jib-從-Google-App-Engine-Java-應用程式遷移至-Cloud-Run.pdf,passed,7,14,877171,驗證通過
237,cloudnet-ngfw-hfp,具有 IAM 控管標記的階層式防火牆政策,https://codelabs.developers.google.com/cloudnet-ngfw-hfp?hl=zh-tw,237__cloudnet-ngfw-hfp__具有-IAM-控管標記的階層式防火牆政策.pdf,passed,10,20,1300211,驗證通過
238,cloud-run-app-deployment-with-cloud-deploy,使用 Cloud Deploy 部署 Cloud Run 應用程式,https://codelabs.developers.google.com/cloud-run-app-deployment-with-cloud-deploy?hl=zh-tw,238__cloud-run-app-deployment-with-cloud-deploy__使用-Cloud-Deploy-部署-Cloud-Run-應用程式.pdf,passed,8,16,1092651,驗證通過
239,actions-sdk-1,使用 Actions SDK (第 1 級) 為 Google 助理建構動作,https://codelabs.developers.google.com/codelabs/actions-sdk-1?hl=zh-tw,239__actions-sdk-1__使用-Actions-SDK-(第-1-級)-為-Google-助理建構動作.pdf,passed,7,28,2136600,驗證通過
240,cloudnet-psc-endpoint-based-producer-access-control,以 PSC 生產者端點為基礎的存取權控管機制,https://codelabs.developers.google.com/cloudnet-psc-endpoint-based-producer-access-control?hl=zh-tw,240__cloudnet-psc-endpoint-based-producer-access-control__以-PSC-生產者端點為基礎的存取權控管機制.pdf,passed,11,21,1074291,驗證通過
241,cel-go,CEL-Go Codelab：快速、安全、嵌入式運算式,https://codelabs.developers.google.com/codelabs/cel-go?hl=zh-tw,241__cel-go__CEL-Go-Codelab-快速、安全、嵌入式運算式.pdf,passed,13,44,1475379,驗證通過
242,cloud-code-assist-sdlc,運用 Gemini Code Assist 大幅提升開發工作流程效率,https://codelabs.developers.google.com/codelabs/cloud-code-assist-sdlc?hl=zh-tw,242__cloud-code-assist-sdlc__運用-Gemini-Code-Assist-大幅提升開發工作流程效率.pdf,passed,16,37,4917248,驗證通過
243,cloud-app-engine-springboot,將 Spring Boot 應用程式部署至 App Engine 標準環境,https://codelabs.developers.google.com/codelabs/cloud-app-engine-springboot?hl=zh-tw,243__cloud-app-engine-springboot__將-Spring-Boot-應用程式部署至-App-Engine-標準環境.pdf,passed,10,14,900952,驗證通過
244,cloud-bigquery-nodejs,將 BigQuery 與 Node.js 搭配使用,https://codelabs.developers.google.com/codelabs/cloud-bigquery-nodejs?hl=zh-tw,244__cloud-bigquery-nodejs__將-BigQuery-與-Node.js-搭配使用.pdf,passed,11,25,1248386,驗證通過
245,arcore-rawdepthapi,ARCore 原始深度,https://codelabs.developers.google.com/codelabs/arcore-rawdepthapi?hl=zh-tw,245__arcore-rawdepthapi__ARCore-原始深度.pdf,passed,10,33,26513648,驗證通過
246,cloud-run-djangocms,在 Cloud Run 部署 Django CMS,https://codelabs.developers.google.com/codelabs/cloud-run-djangocms?hl=zh-tw,246__cloud-run-djangocms__在-Cloud-Run-部署-Django-CMS.pdf,passed,11,24,1697015,驗證通過
247,cloud-spanner-gke-autopilot,將 Cloud Spanner 連接至 GKE Autopilot,https://codelabs.developers.google.com/codelabs/cloud-spanner-gke-autopilot?hl=zh-tw,247__cloud-spanner-gke-autopilot__將-Cloud-Spanner-連接至-GKE-Autopilot.pdf,passed,10,46,3194048,驗證通過
248,cloud-spanner-leaderboard-java,Cloud Spanner：使用 Java 建立遊戲排行榜,https://codelabs.developers.google.com/codelabs/cloud-spanner-leaderboard-java?hl=zh-tw,248__cloud-spanner-leaderboard-java__Cloud-Spanner-使用-Java-建立遊戲排行榜.pdf,passed,8,32,1440968,驗證通過
249,cloud-spanner-leaderboard-go,Cloud Spanner：使用 Go 建立遊戲排行榜,https://codelabs.developers.google.com/codelabs/cloud-spanner-leaderboard-go?hl=zh-tw,249__cloud-spanner-leaderboard-go__Cloud-Spanner-使用-Go-建立遊戲排行榜.pdf,passed,8,35,1521755,驗證通過
250,cloud-run-django,在 Cloud Run 中執行 Django,https://codelabs.developers.google.com/codelabs/cloud-run-django?hl=zh-tw,250__cloud-run-django__在-Cloud-Run-中執行-Django.pdf,passed,11,24,1855121,驗證通過
251,flutter-codelab-first,您的第一個 Flutter 應用程式,https://codelabs.developers.google.com/codelabs/flutter-codelab-first?hl=zh-tw,251__flutter-codelab-first__您的第一個-Flutter-應用程式.pdf,passed,9,71,7962003,驗證通過
252,flutter-animated-responsive-layout,使用 Material 3 建構動畫回應式應用程式的版面配置,https://codelabs.developers.google.com/codelabs/flutter-animated-responsive-layout?hl=zh-tw,252__flutter-animated-responsive-layout__使用-Material-3-建構動畫回應式應用程式的版面配置.pdf,passed,9,57,4917193,驗證通過
253,dart-patterns-records,深入瞭解 Dart 的模式匹配和記錄,https://codelabs.developers.google.com/codelabs/dart-patterns-records?hl=zh-tw,253__dart-patterns-records__深入瞭解-Dart-的模式匹配和記錄.pdf,passed,13,34,3421163,驗證通過
254,flutter-flame-brick-breaker,簡介：採用 Flutter 的 Flame,https://codelabs.developers.google.com/codelabs/flutter-flame-brick-breaker?hl=zh-tw,254__flutter-flame-brick-breaker__簡介-採用-Flutter-的-Flame.pdf,passed,11,65,4551023,驗證通過
255,dotnet-kubernetes,在 Google Kubernetes Engine 部署及更新 .NET Core 應用程式,https://codelabs.developers.google.com/codelabs/dotnet-kubernetes?hl=zh-tw,255__dotnet-kubernetes__在-Google-Kubernetes-Engine-部署及更新-.NET-Core-應用程式.pdf,passed,9,21,1066427,驗證通過
256,dialogflow-cx-retail-agent,Dialogflow CX：建構零售業虛擬代理,https://codelabs.developers.google.com/codelabs/dialogflow-cx-retail-agent?hl=zh-tw,256__dialogflow-cx-retail-agent__Dialogflow-CX-建構零售業虛擬代理.pdf,passed,10,80,4660333,驗證通過
257,cloud-run-wagtail,在 Cloud Run 部署 Wagtail,https://codelabs.developers.google.com/codelabs/cloud-run-wagtail?hl=zh-tw,257__cloud-run-wagtail__在-Cloud-Run-部署-Wagtail.pdf,passed,11,26,2148647,驗證通過
258,cloud-spanner-leaderboard,Cloud Spanner：使用 C# 建立遊戲排行榜,https://codelabs.developers.google.com/codelabs/cloud-spanner-leaderboard?hl=zh-tw,258__cloud-spanner-leaderboard__Cloud-Spanner-使用-C-建立遊戲排行榜.pdf,passed,8,33,1738850,驗證通過
259,flutter-word-puzzle,使用 Flutter 建構字謎遊戲,https://codelabs.developers.google.com/codelabs/flutter-word-puzzle?hl=zh-tw,259__flutter-word-puzzle__使用-Flutter-建構字謎遊戲.pdf,passed,10,106,6656030,驗證通過
260,flutter_ads,使用 Google Analytics 自訂事件和 Flutter 啟動 Google Ads 廣告活動,https://codelabs.developers.google.com/codelabs/flutter_ads?hl=zh-tw,260__flutter_ads__使用-Google-Analytics-自訂事件和-Flutter-啟動-Google-Ads-廣告活動.pdf,passed,9,19,1907039,驗證通過
261,flutter-in-app-purchases,在 Flutter 應用程式加入應用程式內購項目,https://codelabs.developers.google.com/codelabs/flutter-in-app-purchases?hl=zh-tw,261__flutter-in-app-purchases__在-Flutter-應用程式加入應用程式內購項目.pdf,passed,12,91,6578266,驗證通過
262,gemini-function-calling,如何在 Gemini 使用函式呼叫與 API 互動,https://codelabs.developers.google.com/codelabs/gemini-function-calling?hl=zh-tw,262__gemini-function-calling__如何在-Gemini-使用函式呼叫與-API-互動.pdf,passed,12,22,969222,驗證通過
263,devsite-codelabs-kafka-to-pubsub,從 Apache Kafka 遷移至 Pub/Sub,https://codelabs.developers.google.com/codelabs/devsite/codelabs/kafka-to-pubsub?hl=zh-tw,263__devsite-codelabs-kafka-to-pubsub__從-Apache-Kafka-遷移至-Pub-Sub.pdf,passed,6,12,870677,驗證通過
264,google-maps-in-flutter,在 Flutter 應用程式加入 Google 地圖,https://codelabs.developers.google.com/codelabs/google-maps-in-flutter?hl=zh-tw,264__google-maps-in-flutter__在-Flutter-應用程式加入-Google-地圖.pdf,passed,6,24,3569512,驗證通過
265,gpay-web-101,Google Pay API 網頁版 101：基本概念,https://codelabs.developers.google.com/codelabs/gpay-web-101?hl=zh-tw,265__gpay-web-101__Google-Pay-API-網頁版-101-基本概念.pdf,passed,7,13,701643,驗證通過
266,gemini-java-developers,搭配 Vertex AI 和 LangChain4j，以 Java 運用 Gemini,https://codelabs.developers.google.com/codelabs/gemini-java-developers?hl=zh-tw,"266__gemini-java-developers__搭配-Vertex-AI-和-LangChain4j,以-Java-運用-Gemini.pdf",passed,14,51,6442246,驗證通過
267,gke-multinic-l3netdevice,部署及驗證 GKE NFO 多網路與高效能介面,https://codelabs.developers.google.com/codelabs/gke-multinic-l3netdevice?hl=zh-tw,267__gke-multinic-l3netdevice__部署及驗證-GKE-NFO-多網路與高效能介面.pdf,passed,17,44,1547297,驗證通過
268,health-data-analytics-2,使用 Looker 以圖表呈現臨床資料,https://codelabs.developers.google.com/codelabs/health-data-analytics-2?hl=zh-tw,268__health-data-analytics-2__使用-Looker-以圖表呈現臨床資料.pdf,passed,10,47,5802752,驗證通過
269,how-to-invoke-authenticated-cloud-function,瞭解如何叫用已驗證的 Cloud Run 函式,https://codelabs.developers.google.com/codelabs/how-to-invoke-authenticated-cloud-function?hl=zh-tw,269__how-to-invoke-authenticated-cloud-function__瞭解如何叫用已驗證的-Cloud-Run-函式.pdf,passed,8,15,836717,驗證通過
270,ncc-vpc-as-spoke,研究室：使用 NCC 虛擬私有雲做為輪輻,https://codelabs.developers.google.com/codelabs/ncc-vpc-as-spoke?hl=zh-tw,270__ncc-vpc-as-spoke__研究室-使用-NCC-虛擬私有雲做為輪輻.pdf,passed,11,26,2025684,驗證通過
271,mdc-103-flutter,MDC-103 Flutter：利用顏色、形狀、高度和類型建立 Material Design 主題,https://codelabs.developers.google.com/codelabs/mdc-103-flutter?hl=zh-tw,271__mdc-103-flutter__MDC-103-Flutter-利用顏色、形狀、高度和類型建立-Material-Design-主題.pdf,passed,10,37,4160889,驗證通過
272,mean-cloudrun-app,在 MongoDB Atlas 和 Cloud Run 使用無伺服器 MEAN 堆疊應用程式,https://codelabs.developers.google.com/codelabs/mean-cloudrun-app?hl=zh-tw,272__mean-cloudrun-app__在-MongoDB-Atlas-和-Cloud-Run-使用無伺服器-MEAN-堆疊應用程式.pdf,passed,9,19,5671636,驗證通過
273,cloud-run-host-ollama-worker-pool,如何將 Ollama 託管為推論工作站集區,https://codelabs.developers.google.com/codelabs/cloud-run/host-ollama-worker-pool?hl=zh-tw,273__cloud-run-host-ollama-worker-pool__如何將-Ollama-託管為推論工作站集區.pdf,passed,8,16,665253,驗證通過
274,cloud-run-crema-autoscaler-pubsub-workerpool,使用 CREMA 根據 Pub/Sub 佇列量自動調度 Cloud Run worker 集區,https://codelabs.developers.google.com/codelabs/cloud-run/crema-autoscaler-pubsub-workerpool?hl=zh-tw,274__cloud-run-crema-autoscaler-pubsub-workerpool__使用-CREMA-根據-Pub-Sub-佇列量自動調度-Cloud-Run-worker-集區.pdf,passed,12,20,699974,驗證通過
275,dependency-management-artifact-registry,運用 Artifact Registry 管理依附元件,https://codelabs.developers.google.com/dependency-management-artifact-registry?hl=zh-tw,275__dependency-management-artifact-registry__運用-Artifact-Registry-管理依附元件.pdf,passed,5,15,1139940,驗證通過
276,retail-price-optimization,最佳化零售產品價格,https://codelabs.developers.google.com/retail-price-optimization?hl=zh-tw,276__retail-price-optimization__最佳化零售產品價格.pdf,passed,15,25,3033043,驗證通過
277,developing-containers-with-dockerfiles,使用 Dockerfile 開發容器,https://codelabs.developers.google.com/developing-containers-with-dockerfiles?hl=zh-tw,277__developing-containers-with-dockerfiles__使用-Dockerfile-開發容器.pdf,passed,7,14,784252,驗證通過
278,devsite-codelabs-apps-script-vibe-code-gmail-add-on-gemini-cli-mcp-servers,Apps Script：運用 Gemini CLI 和 MCP 伺服器進行直覺式程式開發，打造 Gmail 外掛程式,https://codelabs.developers.google.com/devsite/codelabs/apps-script-vibe-code-gmail-add-on-gemini-cli-mcp-servers?hl=zh-tw,"278__devsite-codelabs-apps-script-vibe-code-gmail-add-on-gemini-cli-mcp-servers__Apps-Script-運用-Gemini-CLI-和-MCP-伺服器進行直覺式程式開發,打造-Gmail-外掛程式.pdf",passed,13,19,1129270,驗證通過
279,devsite-codelabs-maps-platform-places-firebase-appcheck,使用 Firebase App Check 和 reCAPTCHA 驗證 Places API 要求,https://codelabs.developers.google.com/devsite/codelabs/maps-platform/places-firebase-appcheck?hl=zh-tw,279__devsite-codelabs-maps-platform-places-firebase-appcheck__使用-Firebase-App-Check-和-reCAPTCHA-驗證-Places-API-要求.pdf,passed,8,23,3433733,驗證通過
